years_of_experience,loss_tolerance,panic_behavior,financial_behavior,engagement_level,investment_goal,target_amount,lump_sum_investment,monthly_investment,timeframe,income,risk_score
12,buy_more,yes_sometimes,save_half,daily,wealth building,322592,267904,1820,15,medium,41.8
1,wait_and_see,yes_sometimes,save_all,quarterly,save for a car,95771,42208,2017,3,high,16.9
6,wait_and_see,no_experience,invest_all,quarterly,buy a house,171668,60060,3078,5,medium,16.2
18,wait_and_see,no_never,invest_all,weekly,wealth building,864105,2079693,7011,10,high,73.8
0,wait_and_see,yes_sometimes,save_all,quarterly,emergency fund,20340,24218,327,3,medium,11.2
1,wait_and_see,no_experience,save_all,monthly,buy a house,162494,133229,1375,3,medium,16.0
1,sell_immediately,no_experience,save_all,monthly,save for a car,14629,3142,301,2,low,11.4
3,wait_and_see,no_experience,invest_all,weekly,buy a house,111450,134598,895,7,medium,19.3
1,wait_and_see,no_experience,save_all,rarely,buy a house,52892,12071,841,5,low,13.6
3,wait_and_see,yes_sometimes,save_half,monthly,buy a house,407537,193739,11062,5,high,31.9
3,buy_more,yes_sometimes,save_half,quarterly,wealth building,100340,44845,446,5,medium,29.5
8,wait_and_see,no_never,save_half,monthly,wealth building,63063,37805,232,20,medium,47.6
3,sell_immediately,yes_sometimes,save_half,rarely,emergency fund,19864,10534,166,4,medium,4.3
15,buy_more,no_never,invest_all,weekly,retirement,826571,1089585,8731,15,high,94.4
8,wait_and_see,no_experience,save_half,monthly,buy a house,405076,315037,9376,7,high,37.6
15,buy_more,yes_sometimes,invest_all,daily,wealth building,158878,33971,1050,10,medium,36.7
1,sell_immediately,yes_sometimes,save_all,quarterly,buy a house,39581,17560,778,3,low,14.1
8,buy_more,no_never,invest_all,monthly,retirement,468174,500330,1367,15,medium,50.6
4,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,31608,2320,461,3,low,10.7
1,wait_and_see,yes_always,save_all,quarterly,emergency fund,14083,4721,161,1,low,5.7
3,buy_more,no_never,invest_all,weekly,retirement,1427931,2821985,25600,5,high,88.3
8,wait_and_see,yes_sometimes,invest_all,weekly,wealth building,309507,127431,1397,15,medium,42.8
4,sell_immediately,no_experience,save_half,monthly,save for a car,51494,19244,608,4,medium,16.3
2,sell_immediately,no_experience,save_half,monthly,save for a car,15549,2243,166,5,low,7.8
0,sell_immediately,yes_always,save_all,rarely,emergency fund,4419,1264,69,2,low,7.5
20,buy_more,yes_sometimes,invest_all,daily,retirement,1187317,1402235,4663,30,high,81.6
5,sell_immediately,no_experience,save_all,monthly,emergency fund,17591,10818,456,4,medium,1.4
8,buy_more,yes_sometimes,save_half,daily,retirement,1097919,232723,3159,15,medium,47.4
4,wait_and_see,yes_sometimes,save_all,monthly,save for a car,17614,8967,293,2,medium,15.8
2,wait_and_see,no_experience,save_all,monthly,save for a car,25197,8525,434,2,low,10.7
5,wait_and_see,no_never,invest_all,weekly,buy a house,198771,80555,897,5,medium,16.4
4,wait_and_see,no_experience,save_half,quarterly,emergency fund,11472,9332,79,3,low,7.3
3,wait_and_see,no_experience,save_all,monthly,emergency fund,19058,18829,216,2,low,3.9
4,wait_and_see,no_experience,save_half,rarely,buy a house,269973,540558,13283,2,high,34.2
25,buy_more,no_never,invest_all,monthly,retirement,2083748,4187867,13725,30,high,93.3
1,sell_immediately,yes_always,spend_it,quarterly,vacation,7111,3486,391,2,medium,19.6
6,buy_more,yes_sometimes,invest_all,monthly,wealth building,163024,96950,199,12,medium,47.3
4,sell_immediately,no_experience,save_half,quarterly,save for a car,25390,4813,576,5,medium,9.5
3,buy_more,yes_sometimes,invest_all,weekly,retirement,313303,89077,901,12,medium,47.7
4,wait_and_see,yes_sometimes,save_half,monthly,buy a house,195822,40860,2362,7,high,29.4
7,wait_and_see,no_experience,invest_all,monthly,wealth building,275485,173419,2732,7,medium,33.9
1,wait_and_see,yes_sometimes,spend_it,quarterly,vacation,5755,1155,47,3,low,6.6
2,wait_and_see,yes_always,save_all,rarely,vacation,15790,7419,559,2,medium,5.5
5,sell_immediately,yes_sometimes,save_all,monthly,buy a house,195170,185053,11111,3,high,35.8
25,buy_more,yes_sometimes,invest_all,monthly,retirement,776981,174082,5269,15,medium,53.4
1,wait_and_see,yes_sometimes,spend_it,rarely,emergency fund,8827,3076,89,3,medium,11.3
25,buy_more,yes_sometimes,invest_all,daily,retirement,1239718,828643,1351,25,medium,56.7
6,buy_more,no_experience,invest_all,quarterly,buy a house,113409,69717,2139,5,medium,19.2
0,sell_immediately,yes_sometimes,save_all,quarterly,vacation,6374,3007,68,2,low,10.6
15,buy_more,no_never,invest_all,daily,wealth building,603721,1718040,4503,10,high,78.2
3,sell_immediately,yes_sometimes,save_all,monthly,buy a house,405346,170183,15450,4,high,24.6
15,buy_more,yes_sometimes,invest_all,weekly,wealth building,909889,2011689,4247,20,high,79.3
25,buy_more,yes_sometimes,invest_all,monthly,wealth building,153564,102736,716,15,high,74.0
15,buy_more,no_never,invest_all,monthly,wealth building,923188,544717,3207,25,high,70.1
5,wait_and_see,no_experience,save_all,rarely,buy a house,376719,73398,14195,3,high,24.7
1,sell_immediately,no_experience,save_half,rarely,buy a house,174332,17242,2721,4,medium,14.6
18,buy_more,yes_sometimes,save_half,weekly,retirement,790707,595435,3903,15,high,82.8
3,sell_immediately,yes_sometimes,save_half,rarely,emergency fund,44075,46496,1283,5,high,14.1
4,buy_more,yes_sometimes,invest_all,weekly,retirement,914424,736402,6401,12,medium,48.4
20,buy_more,yes_sometimes,invest_all,daily,wealth building,121612,156355,409,25,medium,49.6
4,wait_and_see,no_never,save_half,monthly,retirement,2940899,2822535,20741,12,high,78.5
5,wait_and_see,no_never,save_half,weekly,buy a house,149969,124362,735,7,medium,18.9
2,wait_and_see,yes_sometimes,spend_it,rarely,emergency fund,26778,17562,2312,1,medium,7.8
4,wait_and_see,no_experience,save_half,quarterly,buy a house,342036,681030,4138,4,high,36.6
6,wait_and_see,yes_sometimes,invest_all,weekly,buy a house,286447,196595,2696,12,high,36.9
3,buy_more,no_never,save_half,monthly,buy a house,183538,38388,1176,7,medium,21.5
30,buy_more,yes_sometimes,invest_all,weekly,wealth building,275557,417707,436,30,medium,46.6
0,sell_immediately,yes_always,spend_it,rarely,emergency fund,7032,3057,108,2,low,2.6
30,buy_more,no_never,invest_all,weekly,wealth building,237210,172295,1371,20,high,89.5
18,buy_more,yes_sometimes,invest_all,weekly,retirement,1108899,2034725,11784,10,high,88.7
15,buy_more,no_never,invest_all,weekly,wealth building,389983,171962,2043,30,medium,49.6
8,wait_and_see,yes_sometimes,invest_all,weekly,wealth building,731344,774029,4942,15,high,65.4
3,wait_and_see,no_experience,save_all,monthly,save for a car,15003,1403,404,2,low,11.4
2,wait_and_see,yes_sometimes,save_all,monthly,buy a house,83536,26882,1197,5,low,8.5
7,buy_more,no_never,invest_all,quarterly,wealth building,258870,146152,544,7,medium,41.1
5,wait_and_see,yes_sometimes,save_half,monthly,buy a house,73249,6376,609,4,low,18.6
8,wait_and_see,yes_sometimes,save_half,monthly,retirement,3567298,3294573,23753,10,high,68.7
15,wait_and_see,yes_sometimes,invest_all,monthly,retirement,1241081,1009967,14186,20,high,79.8
2,wait_and_see,yes_always,save_all,quarterly,emergency fund,12261,7311,413,1,medium,4.9
8,wait_and_see,yes_sometimes,save_half,monthly,retirement,741336,477168,8526,5,high,58.7
3,sell_immediately,yes_sometimes,save_all,quarterly,emergency fund,25233,54671,364,5,high,13.4
5,sell_immediately,no_experience,save_half,rarely,emergency fund,20977,14183,250,5,medium,5.4
5,buy_more,no_never,invest_all,monthly,buy a house,167273,169304,1588,7,medium,21.6
20,buy_more,no_never,invest_all,weekly,wealth building,226733,60339,474,25,medium,47.8
6,wait_and_see,no_never,save_half,quarterly,wealth building,321943,208128,6562,7,high,71.9
15,buy_more,yes_sometimes,invest_all,monthly,retirement,3822491,2552159,15478,20,high,80.5
1,wait_and_see,yes_sometimes,save_all,quarterly,vacation,3156,2973,48,3,medium,14.7
7,wait_and_see,no_experience,save_half,weekly,wealth building,218115,44382,2577,7,medium,37.9
3,wait_and_see,yes_sometimes,invest_all,quarterly,buy a house,234725,160431,1761,10,high,38.8
5,wait_and_see,no_never,save_half,weekly,wealth building,289048,113510,1510,10,medium,30.5
7,buy_more,no_experience,save_half,quarterly,wealth building,52215,42962,361,7,medium,36.4
1,sell_immediately,yes_always,spend_it,rarely,vacation,6338,858,98,2,low,4.0
3,wait_and_see,yes_sometimes,invest_all,quarterly,retirement,1289068,212015,24997,5,high,65.2
8,buy_more,yes_sometimes,save_half,weekly,buy a house,146741,71911,2956,7,high,41.2
4,sell_immediately,no_experience,save_all,rarely,save for a car,45027,76415,1122,3,high,25.1
6,buy_more,no_never,invest_all,monthly,wealth building,862354,1091754,6316,7,high,74.3
20,buy_more,yes_sometimes,invest_all,monthly,wealth building,752807,570916,12992,15,high,82.0
18,wait_and_see,no_never,invest_all,weekly,wealth building,490387,151571,5285,10,high,69.2
25,buy_more,no_never,invest_all,weekly,retirement,3189002,2204325,12494,20,high,95.9
30,buy_more,no_never,invest_all,daily,retirement,863824,972311,5940,15,medium,54.6
7,buy_more,yes_sometimes,invest_all,quarterly,wealth building,699746,495932,8334,5,high,61.0
3,wait_and_see,no_experience,invest_all,monthly,buy a house,74455,52118,603,7,medium,19.5
3,wait_and_see,yes_sometimes,save_half,rarely,emergency fund,26422,9283,334,2,medium,3.6
3,buy_more,no_experience,invest_all,quarterly,wealth building,115718,68557,1159,10,medium,36.4
7,buy_more,no_experience,invest_all,quarterly,wealth building,51307,43700,388,5,medium,45.9
15,buy_more,yes_sometimes,invest_all,daily,retirement,1101448,1591610,2134,25,medium,57.1
1,wait_and_see,no_experience,save_half,quarterly,buy a house,56819,7726,378,5,low,12.7
8,wait_and_see,no_experience,save_half,monthly,wealth building,1096757,2120688,13802,10,high,64.3
10,buy_more,yes_sometimes,invest_all,weekly,wealth building,489698,186235,2943,15,high,69.6
1,wait_and_see,yes_sometimes,save_all,rarely,emergency fund,5285,1840,24,3,low,1.4
5,buy_more,yes_sometimes,invest_all,weekly,retirement,971223,215618,12099,7,medium,43.3
7,wait_and_see,no_never,save_half,weekly,wealth building,156387,161613,1607,7,high,65.1
6,buy_more,no_never,invest_all,monthly,retirement,467402,447489,1381,10,medium,54.1
5,sell_immediately,no_experience,save_half,rarely,emergency fund,13227,3626,323,2,low,3.9
12,buy_more,yes_sometimes,save_half,monthly,retirement,949713,208994,3564,20,medium,49.8
5,wait_and_see,no_never,invest_all,quarterly,buy a house,74823,48162,510,12,medium,20.1
3,wait_and_see,no_experience,save_half,quarterly,buy a house,66335,10656,565,4,low,8.8
4,buy_more,yes_sometimes,save_half,quarterly,retirement,670561,548635,3903,7,medium,47.8
1,sell_immediately,yes_always,spend_it,rarely,emergency fund,33518,31068,581,2,medium,12.0
5,sell_immediately,no_experience,save_half,rarely,buy a house,127222,25070,4228,4,medium,21.0
30,buy_more,no_never,invest_all,weekly,wealth building,181991,94654,1996,30,high,89.1
3,wait_and_see,yes_sometimes,save_half,rarely,save for a car,46948,38342,452,3,medium,20.4
3,wait_and_see,no_experience,save_half,weekly,wealth building,177090,51874,1251,7,medium,36.2
4,sell_immediately,yes_sometimes,save_half,quarterly,save for a car,55144,40670,4265,2,high,22.4
5,wait_and_see,no_never,save_half,quarterly,retirement,1039351,853187,15674,7,high,71.1
4,sell_immediately,yes_sometimes,save_half,rarely,save for a car,55063,105912,731,5,high,29.1
2,sell_immediately,yes_sometimes,save_all,quarterly,emergency fund,14762,4861,460,2,low,1.0
0,sell_immediately,yes_sometimes,spend_it,quarterly,vacation,12958,4555,1244,1,medium,8.8
10,buy_more,no_never,invest_all,weekly,wealth building,108193,69610,851,15,medium,49.6
4,wait_and_see,yes_sometimes,save_all,rarely,save for a car,13313,3563,338,3,low,18.5
18,buy_more,yes_sometimes,save_half,monthly,wealth building,121103,61195,1643,10,medium,36.2
8,wait_and_see,no_never,invest_all,quarterly,wealth building,174115,68508,3093,5,medium,38.1
4,wait_and_see,no_experience,save_half,rarely,save for a car,49744,48357,961,2,medium,18.1
18,buy_more,yes_sometimes,save_half,monthly,retirement,283524,240357,1813,15,medium,52.8
8,wait_and_see,no_never,save_half,monthly,buy a house,63063,9477,935,7,medium,18.4
18,buy_more,yes_sometimes,invest_all,daily,retirement,763820,1155058,4106,10,high,79.2
1,sell_immediately,yes_sometimes,spend_it,rarely,vacation,18983,20980,329,2,medium,1.8
30,buy_more,yes_sometimes,invest_all,weekly,wealth building,541335,633095,5333,25,high,86.8
4,buy_more,no_never,save_half,monthly,retirement,680890,288380,1918,12,medium,39.5
15,buy_more,yes_sometimes,save_half,weekly,retirement,550819,123710,1919,15,medium,51.5
0,wait_and_see,yes_always,save_all,rarely,emergency fund,33908,39430,1762,1,medium,3.1
15,buy_more,no_never,save_half,daily,wealth building,308032,377195,1340,15,medium,43.9
4,buy_more,yes_sometimes,save_half,quarterly,retirement,923973,448504,1562,12,medium,38.5
4,buy_more,yes_sometimes,invest_all,quarterly,retirement,816783,240379,9717,10,medium,43.1
1,wait_and_see,yes_sometimes,spend_it,rarely,vacation,8374,830,239,2,low,13.4
30,buy_more,yes_sometimes,invest_all,daily,retirement,1610233,1136342,10530,15,high,85.8
10,wait_and_see,yes_sometimes,save_half,monthly,retirement,547518,74742,4338,10,medium,41.6
4,wait_and_see,no_experience,invest_all,weekly,wealth building,57888,8726,367,10,medium,32.1
20,buy_more,no_never,invest_all,weekly,wealth building,1469508,737633,6562,30,high,73.2
15,buy_more,yes_sometimes,save_half,weekly,wealth building,478353,515099,1160,15,high,72.4
2,sell_immediately,no_experience,save_all,quarterly,buy a house,41723,12786,454,3,low,8.4
12,buy_more,no_never,invest_all,weekly,wealth building,55618,11214,480,10,medium,46.7
4,sell_immediately,no_experience,save_all,quarterly,buy a house,293136,549098,4799,5,high,31.2
0,sell_immediately,yes_always,spend_it,rarely,emergency fund,25373,17925,2282,1,medium,7.7
4,wait_and_see,no_experience,invest_all,quarterly,wealth building,404594,410799,5736,10,high,58.9
15,wait_and_see,yes_sometimes,invest_all,monthly,retirement,3523563,1527725,25007,15,high,78.6
0,wait_and_see,yes_always,save_all,quarterly,emergency fund,17560,9837,202,2,low,12.1
3,wait_and_see,yes_sometimes,invest_all,quarterly,retirement,279406,294356,1601,12,medium,37.4
1,sell_immediately,no_experience,save_half,rarely,buy a house,303842,197176,6291,5,high,20.9
3,sell_immediately,no_experience,save_all,monthly,emergency fund,15053,7180,105,4,low,4.1
7,buy_more,no_experience,invest_all,weekly,retirement,571112,133832,5138,12,medium,49.8
7,wait_and_see,no_never,invest_all,quarterly,wealth building,199648,156933,6950,5,high,69.9
0,sell_immediately,yes_always,spend_it,rarely,emergency fund,16199,2806,241,2,low,1.0
18,buy_more,no_never,invest_all,weekly,retirement,1282808,650862,7684,20,medium,56.8
2,sell_immediately,yes_sometimes,save_all,quarterly,buy a house,34599,13165,494,5,low,3.7
6,wait_and_see,yes_sometimes,save_half,monthly,buy a house,88766,59412,583,10,medium,18.8
1,sell_immediately,yes_sometimes,save_all,rarely,vacation,10093,3977,127,2,low,6.3
10,wait_and_see,yes_sometimes,invest_all,daily,wealth building,312690,62986,2684,15,medium,38.4
5,buy_more,no_experience,invest_all,monthly,buy a house,565009,1007459,3822,12,high,33.5
5,buy_more,no_never,invest_all,quarterly,buy a house,206759,110497,623,12,medium,25.5
20,buy_more,yes_sometimes,invest_all,weekly,retirement,216766,210161,776,30,medium,51.6
30,buy_more,yes_sometimes,invest_all,monthly,retirement,4302131,6148828,11846,30,high,90.1
12,buy_more,no_never,save_half,weekly,wealth building,118251,148970,1096,10,high,74.4
4,buy_more,yes_sometimes,invest_all,quarterly,retirement,2022396,2108529,9096,10,high,68.2
15,wait_and_see,no_never,invest_all,monthly,retirement,620835,119080,5391,15,high,77.3
3,wait_and_see,yes_sometimes,invest_all,quarterly,buy a house,208353,155997,8260,5,high,31.7
12,buy_more,yes_sometimes,save_half,monthly,retirement,278939,404430,914,10,medium,43.3
2,wait_and_see,no_experience,save_all,quarterly,emergency fund,29674,27159,582,4,medium,6.9
5,sell_immediately,yes_sometimes,save_all,quarterly,save for a car,78711,63696,503,5,high,19.5
5,wait_and_see,no_experience,save_half,rarely,emergency fund,34598,23134,630,2,medium,6.9
6,wait_and_see,no_never,save_half,weekly,buy a house,134789,179160,2163,10,high,44.1
2,wait_and_see,no_experience,save_half,rarely,emergency fund,19534,33336,399,5,high,12.2
2,wait_and_see,no_experience,save_all,monthly,emergency fund,23201,17301,442,3,medium,1.4
5,sell_immediately,yes_sometimes,save_all,quarterly,emergency fund,53647,64164,1093,5,high,13.8
2,sell_immediately,yes_sometimes,spend_it,quarterly,vacation,11886,2231,265,3,medium,7.4
20,buy_more,no_never,invest_all,weekly,wealth building,320586,177873,832,15,medium,49.4
15,buy_more,yes_sometimes,invest_all,weekly,retirement,2802373,6857038,8837,25,high,84.0
1,sell_immediately,no_experience,save_half,monthly,emergency fund,15829,9741,153,5,medium,1.0
0,sell_immediately,yes_sometimes,spend_it,quarterly,vacation,19151,5088,706,1,medium,5.2
0,wait_and_see,yes_always,save_all,rarely,vacation,16511,2806,1897,1,medium,20.4
1,wait_and_see,no_experience,save_all,monthly,buy a house,67596,26638,1279,3,medium,16.8
18,buy_more,yes_sometimes,invest_all,weekly,wealth building,377496,138166,2253,20,medium,45.2
3,wait_and_see,yes_sometimes,save_all,quarterly,save for a car,12191,10833,56,5,low,9.5
7,buy_more,yes_sometimes,save_half,monthly,buy a house,50825,60258,689,5,medium,27.4
5,buy_more,no_never,save_half,quarterly,wealth building,656892,1132571,6346,10,high,69.0
10,buy_more,no_never,save_half,weekly,retirement,1192581,833372,6000,15,medium,48.9
5,wait_and_see,yes_sometimes,save_all,monthly,buy a house,412103,578141,12025,3,high,23.0
8,buy_more,no_never,save_half,monthly,wealth building,81559,27742,963,10,medium,36.3
7,wait_and_see,no_never,invest_all,weekly,retirement,2685100,2356974,9628,12,high,77.8
15,wait_and_see,yes_sometimes,save_half,daily,wealth building,350103,179518,2626,10,medium,39.0
3,wait_and_see,no_never,save_half,monthly,buy a house,51717,45109,150,10,medium,22.2
2,wait_and_see,yes_sometimes,spend_it,quarterly,vacation,9407,2684,59,3,low,6.2
7,buy_more,yes_sometimes,invest_all,weekly,wealth building,179683,32862,657,12,medium,42.1
5,sell_immediately,no_experience,save_half,quarterly,buy a house,84090,54919,895,2,medium,15.7
10,wait_and_see,yes_sometimes,invest_all,daily,wealth building,773014,322012,13634,10,high,66.8
4,sell_immediately,yes_sometimes,save_all,monthly,buy a house,98683,67614,643,5,low,3.4
2,wait_and_see,yes_sometimes,save_all,quarterly,vacation,4429,4251,77,3,medium,9.7
10,buy_more,no_never,invest_all,daily,wealth building,1085258,1794051,11594,10,high,74.1
3,sell_immediately,no_experience,save_half,rarely,buy a house,172878,50084,9315,2,medium,14.6
18,wait_and_see,yes_sometimes,invest_all,monthly,wealth building,899764,809373,7752,20,high,71.4
15,buy_more,no_never,save_half,weekly,wealth building,203119,43861,1379,20,medium,44.7
1,wait_and_see,no_experience,save_all,rarely,buy a house,93945,179721,1444,4,high,28.4
2,wait_and_see,yes_sometimes,save_half,rarely,emergency fund,30542,11653,341,4,medium,5.7
1,sell_immediately,yes_always,save_all,rarely,emergency fund,6775,1655,378,1,low,3.7
5,wait_and_see,no_experience,invest_all,monthly,retirement,3425474,5395468,9542,12,high,69.6
0,wait_and_see,yes_sometimes,spend_it,quarterly,emergency fund,6170,3527,101,2,low,6.6
12,wait_and_see,yes_sometimes,invest_all,daily,retirement,1020322,552630,10893,20,high,80.7
15,wait_and_see,yes_sometimes,invest_all,daily,retirement,2556381,6134328,11703,20,high,85.4
15,buy_more,no_never,invest_all,monthly,retirement,718261,322685,4105,25,high,97.1
20,buy_more,yes_sometimes,invest_all,weekly,retirement,1827886,4092231,4833,25,high,89.7
18,buy_more,yes_sometimes,save_half,weekly,retirement,230463,210320,1796,15,medium,49.2
5,sell_immediately,no_experience,save_all,quarterly,emergency fund,18300,11811,145,4,low,2.3
2,wait_and_see,yes_sometimes,save_all,rarely,vacation,3291,823,166,1,low,1.0
6,wait_and_see,yes_sometimes,invest_all,monthly,buy a house,226553,201789,1270,12,medium,20.0
10,buy_more,yes_sometimes,invest_all,monthly,wealth building,211284,92313,1314,20,medium,48.7
12,wait_and_see,yes_sometimes,save_half,daily,wealth building,834536,1445186,8151,15,high,76.9
4,buy_more,no_experience,save_half,weekly,wealth building,94291,90760,443,12,medium,35.0
25,buy_more,no_never,invest_all,daily,retirement,2725858,3488869,11673,30,high,92.8
6,wait_and_see,yes_sometimes,invest_all,weekly,retirement,659664,750115,2089,10,medium,41.3
20,buy_more,yes_sometimes,invest_all,daily,wealth building,514856,236288,2412,30,high,78.0
12,wait_and_see,no_never,invest_all,weekly,wealth building,65756,96785,158,20,medium,45.6
25,buy_more,yes_sometimes,invest_all,monthly,wealth building,154533,84955,963,25,medium,56.9
8,wait_and_see,no_experience,save_half,monthly,wealth building,205165,36825,1306,7,medium,32.7
20,buy_more,no_never,invest_all,daily,retirement,903447,713501,525,30,medium,47.5
1,sell_immediately,yes_sometimes,save_all,quarterly,emergency fund,4363,1351,137,2,low,1.0
0,wait_and_see,yes_always,spend_it,rarely,vacation,4969,463,71,3,medium,5.9
4,wait_and_see,no_never,invest_all,monthly,retirement,2321516,1575545,36336,12,high,78.8
2,wait_and_see,yes_sometimes,save_half,monthly,emergency fund,25498,10270,343,5,medium,1.0
4,wait_and_see,yes_sometimes,save_half,monthly,emergency fund,15462,1995,226,4,low,5.7
5,wait_and_see,no_experience,save_half,quarterly,buy a house,177417,265911,5244,5,high,39.9
2,sell_immediately,yes_sometimes,spend_it,rarely,vacation,5408,1914,128,3,low,11.6
18,buy_more,no_never,save_half,monthly,wealth building,337203,98914,5515,10,medium,43.9
1,wait_and_see,yes_sometimes,save_all,monthly,buy a house,157856,94383,1483,4,medium,17.7
3,wait_and_see,yes_sometimes,save_half,monthly,emergency fund,11273,606,202,2,low,1.0
18,wait_and_see,yes_sometimes,save_half,monthly,retirement,223707,121965,2003,10,medium,42.8
5,buy_more,no_never,invest_all,monthly,retirement,1794901,2054464,10261,5,high,71.0
3,buy_more,no_experience,invest_all,quarterly,retirement,806731,727230,4307,12,medium,42.9
7,wait_and_see,yes_sometimes,save_half,weekly,buy a house,187936,257565,924,10,medium,21.2
3,wait_and_see,no_experience,save_half,rarely,emergency fund,10011,3741,312,2,medium,9.7
12,buy_more,no_never,save_half,monthly,wealth building,115345,125885,913,10,medium,45.0
30,buy_more,no_never,invest_all,monthly,retirement,280653,572393,569,30,medium,61.5
8,buy_more,yes_sometimes,save_half,daily,wealth building,765834,882667,1993,20,high,60.6
1,sell_immediately,yes_always,save_all,rarely,emergency fund,5430,742,119,2,low,4.8
5,buy_more,no_experience,save_half,quarterly,buy a house,574238,756105,3035,10,high,27.9
2,sell_immediately,yes_sometimes,save_all,monthly,buy a house,225980,76425,8165,4,high,24.2
2,wait_and_see,no_experience,save_half,rarely,buy a house,114284,219866,1801,4,high,26.2
2,wait_and_see,no_experience,save_all,rarely,buy a house,90823,25913,2524,2,low,6.9
15,buy_more,yes_sometimes,invest_all,weekly,retirement,666208,446126,1126,25,medium,49.7
6,wait_and_see,no_never,save_half,weekly,retirement,3224834,2038673,22038,10,high,75.0
10,buy_more,yes_sometimes,invest_all,daily,wealth building,1050876,1122343,10538,15,high,79.1
1,sell_immediately,yes_sometimes,save_half,monthly,emergency fund,7091,4131,72,5,low,3.9
1,sell_immediately,yes_sometimes,save_all,quarterly,vacation,10287,4039,154,3,low,1.0
6,wait_and_see,no_never,save_half,quarterly,buy a house,100518,152028,1000,10,high,33.0
2,wait_and_see,yes_sometimes,save_half,monthly,save for a car,24757,7518,708,2,low,11.4
2,wait_and_see,yes_sometimes,save_all,quarterly,save for a car,33618,11145,516,4,low,17.3
10,buy_more,no_never,invest_all,weekly,wealth building,858465,596901,2409,20,high,75.5
10,wait_and_see,no_never,invest_all,monthly,retirement,1941529,1058825,13500,15,high,78.5
3,wait_and_see,yes_sometimes,invest_all,quarterly,wealth building,258537,112149,1607,10,medium,30.0
5,buy_more,no_never,invest_all,monthly,buy a house,291295,178308,8076,5,high,47.6
1,sell_immediately,yes_sometimes,spend_it,rarely,vacation,18428,9384,308,2,medium,6.5
6,wait_and_see,yes_sometimes,save_half,monthly,retirement,725424,547839,6060,5,medium,40.3
2,sell_immediately,yes_always,save_all,quarterly,vacation,7836,3294,38,3,low,1.0
18,wait_and_see,no_never,save_half,daily,retirement,4133738,11710807,13866,20,high,81.4
8,buy_more,no_never,invest_all,weekly,wealth building,1052134,774595,7394,12,high,72.2
3,sell_immediately,yes_sometimes,save_half,monthly,buy a house,166976,128291,3794,4,medium,18.3
4,sell_immediately,no_experience,save_all,rarely,buy a house,427565,948300,6967,5,high,33.0
3,wait_and_see,no_experience,save_half,monthly,save for a car,31113,13609,235,5,low,9.6
1,wait_and_see,yes_sometimes,save_all,quarterly,emergency fund,16089,7013,218,3,low,5.4
8,buy_more,no_never,invest_all,quarterly,wealth building,67114,13684,752,7,medium,48.6
3,buy_more,no_experience,invest_all,monthly,buy a house,567147,426158,3885,10,high,35.0
4,sell_immediately,yes_sometimes,save_all,quarterly,buy a house,273426,355427,6503,5,high,25.5
4,buy_more,yes_sometimes,invest_all,quarterly,buy a house,196402,258507,1846,5,medium,27.6
5,wait_and_see,yes_sometimes,save_half,quarterly,buy a house,122596,133998,10244,2,high,34.7
30,buy_more,no_never,invest_all,daily,wealth building,286213,254369,1339,25,high,87.7
4,wait_and_see,yes_sometimes,save_half,quarterly,wealth building,483702,940938,2324,10,high,56.9
15,buy_more,no_never,invest_all,weekly,retirement,683294,188968,2337,15,medium,42.3
1,sell_immediately,no_experience,save_all,monthly,buy a house,32376,9700,288,5,low,8.8
7,buy_more,no_never,invest_all,quarterly,wealth building,222101,165996,4323,5,medium,47.0
2,sell_immediately,yes_sometimes,save_all,rarely,emergency fund,5651,560,347,1,low,3.8
4,sell_immediately,no_experience,save_half,rarely,save for a car,38586,27980,446,3,high,18.3
4,sell_immediately,yes_sometimes,save_all,rarely,emergency fund,17417,5362,884,3,high,9.7
12,wait_and_see,no_never,save_half,daily,retirement,938866,485276,12388,10,medium,45.8
6,buy_more,yes_sometimes,save_half,weekly,buy a house,110118,69386,2214,7,high,43.2
1,wait_and_see,yes_sometimes,save_all,monthly,emergency fund,16732,6935,318,5,medium,7.4
30,buy_more,yes_sometimes,invest_all,daily,wealth building,634995,791956,9004,20,high,76.2
5,wait_and_see,yes_sometimes,save_all,quarterly,buy a house,98885,76427,863,3,low,11.2
6,wait_and_see,no_never,invest_all,weekly,wealth building,201976,164185,1024,5,medium,43.6
3,buy_more,no_experience,invest_all,monthly,buy a house,119233,44247,1271,5,medium,22.8
3,wait_and_see,yes_sometimes,save_half,weekly,wealth building,526428,228035,8418,5,high,53.2
0,sell_immediately,yes_always,save_all,rarely,vacation,5850,1649,19,3,low,7.0
15,buy_more,yes_sometimes,invest_all,weekly,retirement,500122,539299,4298,25,high,92.1
2,wait_and_see,no_experience,save_half,rarely,buy a house,85056,37627,2465,4,medium,21.2
10,buy_more,no_never,invest_all,daily,wealth building,766201,1223562,3910,15,high,73.9
5,sell_immediately,yes_sometimes,save_all,quarterly,save for a car,51833,14996,348,5,medium,17.3
8,buy_more,no_never,invest_all,weekly,wealth building,71733,38246,127,15,medium,48.3
8,wait_and_see,no_never,save_half,monthly,wealth building,446043,502493,707,20,medium,35.5
3,wait_and_see,no_experience,save_half,quarterly,emergency fund,11368,5850,124,4,low,3.0
1,wait_and_see,yes_sometimes,save_all,rarely,vacation,2514,768,69,2,low,8.3
