years_of_experience,loss_tolerance,panic_behavior,financial_behavior,engagement_level,investment_goal,target_amount,lump_sum_investment,monthly_investment,timeframe,income,risk_score
2,sell_immediately,no_experience,save_half,rarely,emergency fund,6117,1537,18,4,low,20.2
10,buy_more,no_never,save_half,weekly,retirement,730974,90521,5099,10,high,100.0
3,wait_and_see,no_experience,save_all,quarterly,save for a car,15832,1671,170,3,medium,51.7
6,wait_and_see,yes_sometimes,save_half,monthly,save for a car,14474,3355,39,7,medium,59.8
8,wait_and_see,no_experience,save_half,monthly,retirement,1025376,264361,4088,15,high,88.0
5,wait_and_see,no_experience,invest_all,monthly,save for a car,37565,7176,139,7,medium,70.4
12,wait_and_see,no_never,invest_all,weekly,retirement,301192,151057,1186,10,high,100.0
3,buy_more,no_experience,save_half,quarterly,save for a car,34928,5979,218,7,medium,66.2
6,buy_more,no_experience,invest_all,weekly,retirement,423126,106443,1847,10,medium,100.0
4,wait_and_see,yes_sometimes,save_half,monthly,save for a car,33705,14016,86,8,high,68.3
0,wait_and_see,no_experience,save_all,quarterly,save for a car,27003,8612,205,3,medium,43.1
2,sell_immediately,yes_always,save_all,quarterly,emergency fund,3543,1,95,1,low,7.4
4,wait_and_see,yes_sometimes,invest_all,quarterly,buy a house,103568,20698,891,5,medium,72.0
12,buy_more,no_experience,invest_all,monthly,retirement,247533,126065,383,15,medium,100.0
3,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,59128,30053,172,8,high,57.3
0,sell_immediately,yes_sometimes,save_all,quarterly,emergency fund,11234,3084,70,2,medium,24.9
10,wait_and_see,no_never,save_half,monthly,wealth building,302984,59188,1599,10,high,92.9
0,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,11402,2403,102,2,low,39.1
3,buy_more,no_experience,invest_all,monthly,save for a car,37217,4566,433,7,high,97.6
6,buy_more,no_experience,save_half,weekly,retirement,214826,37944,593,15,medium,100.0
10,buy_more,no_never,save_half,monthly,retirement,427946,15671,1781,10,high,100.0
4,wait_and_see,no_experience,invest_all,quarterly,buy a house,184930,15986,1920,5,high,73.4
12,wait_and_see,no_never,save_half,weekly,wealth building,166501,195,777,15,high,100.0
6,wait_and_see,no_experience,save_half,quarterly,buy a house,147361,24316,824,5,medium,71.4
2,sell_immediately,no_experience,save_half,quarterly,emergency fund,4783,282,34,4,low,22.0
3,sell_immediately,yes_sometimes,save_half,quarterly,emergency fund,17822,5623,146,2,medium,37.6
5,buy_more,yes_sometimes,save_half,quarterly,save for a car,33826,4526,239,7,medium,67.7
0,wait_and_see,yes_sometimes,save_all,rarely,emergency fund,4871,36,160,1,low,13.4
3,wait_and_see,no_experience,save_half,monthly,buy a house,51588,9888,379,7,medium,68.3
2,wait_and_see,no_experience,save_half,quarterly,save for a car,24849,3090,77,3,low,46.2
3,wait_and_see,no_experience,invest_all,monthly,buy a house,87358,13106,203,8,medium,73.1
5,wait_and_see,no_experience,save_half,quarterly,save for a car,18330,8709,69,5,medium,60.5
3,wait_and_see,yes_sometimes,save_half,rarely,emergency fund,12830,4261,47,4,low,35.4
2,wait_and_see,no_experience,save_half,quarterly,save for a car,31477,10074,124,3,medium,51.6
5,wait_and_see,no_experience,save_half,quarterly,save for a car,12653,4850,24,8,medium,57.1
3,wait_and_see,no_experience,invest_all,quarterly,save for a car,22185,7098,203,7,high,68.6
10,wait_and_see,no_never,save_half,monthly,retirement,856566,75393,3663,15,high,99.9
4,wait_and_see,yes_sometimes,save_half,monthly,buy a house,75696,36146,173,8,medium,64.3
4,buy_more,yes_sometimes,save_half,monthly,buy a house,274965,182074,1582,8,high,80.9
6,buy_more,no_experience,invest_all,monthly,retirement,339761,13890,1529,10,medium,98.7
5,wait_and_see,no_experience,save_half,monthly,buy a house,43592,10422,229,5,medium,72.9
6,buy_more,no_experience,save_half,monthly,buy a house,134331,28699,377,7,medium,77.7
1,sell_immediately,yes_always,save_all,rarely,emergency fund,21341,9649,522,1,medium,4.8
1,sell_immediately,yes_sometimes,save_all,quarterly,save for a car,19678,2615,245,4,medium,39.9
3,wait_and_see,no_experience,save_half,quarterly,buy a house,220300,74393,501,7,high,68.9
6,wait_and_see,no_experience,save_half,quarterly,buy a house,70940,18638,580,5,high,74.0
10,wait_and_see,no_never,invest_all,monthly,wealth building,82746,17076,80,15,medium,94.2
8,buy_more,no_experience,invest_all,monthly,retirement,176881,33872,736,12,medium,94.0
15,buy_more,no_never,invest_all,daily,wealth building,500072,379004,960,25,high,100.0
2,wait_and_see,yes_always,spend_it,quarterly,emergency fund,4928,358,68,1,low,7.5
5,buy_more,no_experience,invest_all,quarterly,buy a house,217241,118072,568,8,high,83.0
0,sell_immediately,yes_sometimes,save_all,rarely,emergency fund,7413,301,59,2,low,11.8
6,wait_and_see,no_never,invest_all,weekly,retirement,979810,289903,2376,10,high,100.0
2,sell_immediately,yes_sometimes,save_all,rarely,emergency fund,13479,379,194,2,low,12.5
5,buy_more,no_experience,save_half,quarterly,save for a car,34046,1611,303,7,medium,72.9
5,buy_more,yes_sometimes,save_half,monthly,buy a house,107301,43975,471,8,medium,75.1
3,sell_immediately,no_experience,save_all,rarely,emergency fund,6962,499,53,2,low,15.7
10,buy_more,no_never,invest_all,weekly,retirement,288575,87695,1041,12,medium,100.0
3,wait_and_see,no_experience,save_half,quarterly,buy a house,69668,19409,505,5,high,67.0
8,buy_more,no_never,invest_all,monthly,wealth building,470071,63735,2165,12,high,100.0
4,wait_and_see,yes_sometimes,save_half,quarterly,buy a house,152809,25953,1053,7,high,66.1
8,wait_and_see,no_experience,invest_all,weekly,wealth building,480243,149519,1250,15,high,99.8
2,sell_immediately,yes_sometimes,spend_it,rarely,vacation,7138,992,48,2,low,18.8
25,buy_more,no_never,invest_all,daily,wealth building,250692,212471,601,20,high,100.0
10,wait_and_see,no_never,invest_all,weekly,wealth building,510096,273210,999,10,high,100.0
0,wait_and_see,yes_sometimes,save_half,quarterly,emergency fund,9674,979,85,2,medium,35.8
6,wait_and_see,yes_sometimes,invest_all,quarterly,buy a house,51590,26188,193,5,medium,76.1
6,wait_and_see,yes_sometimes,invest_all,quarterly,buy a house,139575,9682,615,7,high,75.1
3,wait_and_see,no_experience,invest_all,quarterly,buy a house,123304,36918,440,7,medium,71.3
1,wait_and_see,yes_sometimes,save_all,quarterly,emergency fund,22935,326,1296,1,medium,25.8
12,wait_and_see,no_never,invest_all,weekly,wealth building,133476,3943,492,12,medium,100.0
12,buy_more,no_never,save_half,monthly,wealth building,191491,107572,335,15,medium,100.0
8,buy_more,no_never,save_half,monthly,wealth building,194987,132247,668,15,high,100.0
3,sell_immediately,no_experience,save_all,quarterly,emergency fund,13639,2430,97,3,low,20.8
20,buy_more,no_never,invest_all,daily,wealth building,472564,344108,695,30,high,100.0
5,buy_more,yes_sometimes,save_half,quarterly,save for a car,51225,5569,957,5,high,74.9
6,wait_and_see,yes_sometimes,save_half,monthly,buy a house,287021,172685,1811,8,high,80.5
6,wait_and_see,no_experience,save_half,quarterly,buy a house,134417,38715,893,7,medium,68.6
6,buy_more,no_never,save_half,weekly,wealth building,172826,46247,645,12,medium,100.0
6,wait_and_see,no_experience,save_half,quarterly,buy a house,183382,15494,2934,5,high,76.7
3,wait_and_see,no_experience,save_half,monthly,buy a house,59185,8531,291,5,medium,62.7
6,buy_more,no_experience,save_half,monthly,buy a house,101256,317,1052,5,medium,80.2
8,wait_and_see,no_never,invest_all,monthly,retirement,397498,90273,1384,10,medium,98.0
12,wait_and_see,no_experience,invest_all,monthly,retirement,308871,148664,785,10,medium,92.0
2,wait_and_see,yes_sometimes,spend_it,rarely,vacation,4934,1999,58,2,medium,27.6
2,sell_immediately,yes_sometimes,save_all,rarely,save for a car,13116,642,129,4,low,23.3
4,wait_and_see,yes_sometimes,invest_all,monthly,save for a car,29968,9681,240,5,medium,69.6
0,sell_immediately,no_experience,save_half,rarely,save for a car,32462,980,274,4,medium,28.0
6,wait_and_see,no_never,invest_all,monthly,retirement,323700,3278,1152,10,high,100.0
3,wait_and_see,no_experience,invest_all,quarterly,save for a car,21682,8904,135,5,medium,65.8
5,wait_and_see,no_experience,save_half,monthly,buy a house,162829,22138,1077,5,high,73.9
2,wait_and_see,yes_sometimes,spend_it,rarely,emergency fund,22294,6498,386,1,medium,17.0
10,wait_and_see,no_never,save_half,monthly,wealth building,142763,13409,230,15,medium,81.2
1,sell_immediately,no_experience,save_half,quarterly,emergency fund,18878,5123,98,3,medium,22.5
20,buy_more,no_never,invest_all,daily,retirement,265318,19010,454,30,high,100.0
3,buy_more,yes_sometimes,save_half,monthly,buy a house,145025,50424,985,8,high,80.1
10,wait_and_see,no_never,invest_all,weekly,retirement,204423,3349,707,10,medium,100.0
10,buy_more,no_experience,invest_all,weekly,wealth building,51537,8049,68,12,medium,98.6
6,buy_more,no_experience,invest_all,weekly,wealth building,63232,4962,243,15,medium,100.0
1,wait_and_see,yes_sometimes,spend_it,quarterly,emergency fund,8910,1169,30,2,low,21.1
5,wait_and_see,no_experience,save_half,monthly,save for a car,43978,4887,364,5,high,68.4
6,wait_and_see,no_never,save_half,weekly,wealth building,217001,41217,771,10,medium,91.3
10,wait_and_see,no_never,invest_all,weekly,retirement,1073492,666133,3427,15,high,100.0
4,wait_and_see,no_experience,invest_all,monthly,buy a house,77442,15135,749,5,medium,71.8
2,sell_immediately,yes_sometimes,save_half,rarely,emergency fund,12081,1594,114,2,low,12.3
3,wait_and_see,yes_sometimes,save_half,quarterly,buy a house,83291,37522,233,7,medium,62.9
1,wait_and_see,yes_sometimes,save_all,rarely,emergency fund,22371,4121,185,2,medium,21.9
10,buy_more,no_experience,invest_all,monthly,retirement,703096,268067,2232,15,high,100.0
15,buy_more,no_never,invest_all,daily,retirement,779985,57190,1539,25,high,100.0
3,sell_immediately,no_experience,save_half,rarely,emergency fund,13394,2855,136,3,medium,27.6
5,buy_more,no_experience,save_half,monthly,buy a house,69761,18431,382,5,medium,78.0
3,buy_more,yes_sometimes,save_half,quarterly,save for a car,24998,2658,146,5,medium,60.9
6,buy_more,yes_sometimes,invest_all,quarterly,save for a car,25203,13658,128,8,high,84.3
1,sell_immediately,yes_sometimes,save_all,quarterly,emergency fund,4024,227,120,1,low,6.8
8,buy_more,no_never,save_half,monthly,retirement,300356,52974,1516,10,medium,99.6
2,wait_and_see,no_experience,save_half,quarterly,save for a car,22645,5456,97,4,medium,54.5
10,buy_more,no_never,save_half,monthly,wealth building,159201,53480,460,10,medium,90.0
4,wait_and_see,no_experience,invest_all,monthly,buy a house,112369,20053,359,8,high,77.1
6,buy_more,no_experience,invest_all,monthly,retirement,934351,109108,8064,10,high,100.0
3,wait_and_see,no_experience,save_half,monthly,save for a car,22854,2552,87,5,medium,66.5
2,wait_and_see,yes_sometimes,save_all,quarterly,emergency fund,22310,540,390,2,medium,28.7
5,wait_and_see,yes_sometimes,save_half,monthly,save for a car,54914,36702,193,8,high,72.0
0,wait_and_see,yes_sometimes,save_all,quarterly,save for a car,31423,4484,171,3,medium,39.4
4,buy_more,no_experience,save_half,monthly,save for a car,23511,2956,122,7,high,77.0
4,wait_and_see,no_experience,save_half,quarterly,save for a car,30623,14614,212,8,high,68.0
4,wait_and_see,yes_sometimes,invest_all,quarterly,buy a house,274341,31452,3364,7,high,77.0
10,wait_and_see,no_experience,invest_all,weekly,wealth building,46761,17952,182,10,medium,89.7
1,wait_and_see,no_experience,save_half,quarterly,emergency fund,7942,831,55,3,low,40.4
3,wait_and_see,yes_sometimes,invest_all,monthly,buy a house,118388,29349,157,8,medium,68.5
6,wait_and_see,no_experience,save_half,quarterly,save for a car,22775,4401,122,7,high,69.0
5,wait_and_see,yes_sometimes,invest_all,quarterly,buy a house,86480,38832,360,5,medium,69.4
20,buy_more,no_never,invest_all,daily,retirement,1036202,184522,1421,30,high,100.0
12,buy_more,no_never,invest_all,weekly,retirement,218184,57173,249,12,medium,100.0
12,wait_and_see,no_experience,save_half,weekly,wealth building,160730,12808,400,12,medium,84.2
1,sell_immediately,yes_sometimes,save_half,rarely,save for a car,39755,3263,317,3,medium,34.7
4,buy_more,no_experience,save_half,monthly,buy a house,206531,74418,625,8,high,86.0
1,sell_immediately,yes_sometimes,save_all,rarely,emergency fund,18250,987,496,2,medium,19.6
3,sell_immediately,no_experience,save_all,rarely,emergency fund,6618,1627,49,3,medium,21.4
2,wait_and_see,no_experience,save_half,rarely,save for a car,26704,5292,316,3,medium,48.2
6,wait_and_see,no_experience,invest_all,quarterly,save for a car,28161,6629,38,8,medium,63.1
6,wait_and_see,yes_sometimes,save_half,monthly,save for a car,46091,11620,414,5,high,72.2
0,wait_and_see,yes_sometimes,spend_it,rarely,vacation,10719,4508,112,2,medium,29.9
3,wait_and_see,no_experience,invest_all,quarterly,buy a house,59729,18928,237,7,medium,70.5
3,wait_and_see,no_experience,save_half,quarterly,buy a house,75006,19399,1178,5,high,75.8
6,wait_and_see,no_experience,save_half,monthly,save for a car,27235,4476,192,7,high,71.0
4,wait_and_see,yes_sometimes,save_half,monthly,save for a car,45137,6016,324,8,high,64.7
1,sell_immediately,no_experience,save_all,quarterly,save for a car,26342,3644,247,4,medium,35.6
5,buy_more,no_experience,save_half,monthly,buy a house,155040,31888,823,7,high,78.4
2,wait_and_see,yes_sometimes,save_half,rarely,save for a car,18612,656,162,2,low,36.0
6,wait_and_see,no_experience,save_half,quarterly,save for a car,36207,8714,264,5,medium,55.4
6,buy_more,no_experience,save_half,quarterly,buy a house,203052,76645,1725,8,high,83.3
4,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,31046,880,399,7,high,66.0
5,buy_more,yes_sometimes,save_half,quarterly,save for a car,30660,10009,53,8,medium,62.1
1,wait_and_see,no_experience,save_all,quarterly,save for a car,10072,325,98,4,low,32.4
1,sell_immediately,yes_always,save_all,quarterly,emergency fund,9512,358,292,1,low,1.0
20,buy_more,no_never,invest_all,weekly,wealth building,565697,292737,1277,30,high,100.0
3,buy_more,no_experience,invest_all,monthly,buy a house,142915,2947,893,7,high,91.3
10,wait_and_see,no_never,save_half,monthly,wealth building,130884,15472,517,10,medium,81.3
15,buy_more,no_never,invest_all,weekly,wealth building,211664,119099,377,30,high,100.0
2,wait_and_see,yes_sometimes,save_all,quarterly,save for a car,14938,608,187,4,medium,42.4
5,buy_more,no_experience,save_half,quarterly,buy a house,285195,59374,2139,5,high,78.0
6,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,35439,3320,300,7,medium,64.6
2,wait_and_see,no_experience,save_half,quarterly,save for a car,25436,5951,111,3,medium,50.7
5,buy_more,no_experience,invest_all,quarterly,save for a car,36374,3833,333,5,medium,76.4
6,wait_and_see,no_experience,invest_all,monthly,wealth building,139274,75603,441,15,high,100.0
1,sell_immediately,yes_always,save_all,quarterly,vacation,6484,1916,120,1,low,4.0
6,wait_and_see,no_never,invest_all,weekly,wealth building,202953,42453,512,15,medium,100.0
4,wait_and_see,no_experience,save_half,monthly,save for a car,16240,514,106,7,medium,70.1
5,wait_and_see,yes_sometimes,invest_all,quarterly,buy a house,76099,12354,218,7,medium,66.2
5,wait_and_see,no_experience,invest_all,monthly,save for a car,28479,2777,208,8,high,75.6
5,buy_more,no_experience,save_half,monthly,buy a house,131895,32526,985,5,high,82.7
3,buy_more,yes_sometimes,save_half,monthly,save for a car,55173,17494,237,5,high,74.3
0,sell_immediately,yes_sometimes,save_all,rarely,emergency fund,6731,728,28,2,low,11.1
3,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,20674,1294,173,5,medium,56.7
10,wait_and_see,no_experience,save_half,monthly,wealth building,394556,173926,423,15,high,84.0
6,wait_and_see,no_experience,save_half,monthly,retirement,191096,4756,699,10,medium,71.5
6,wait_and_see,no_experience,save_half,quarterly,save for a car,19931,928,110,5,medium,60.0
3,sell_immediately,yes_sometimes,save_half,rarely,save for a car,17861,6189,95,4,low,39.5
20,buy_more,no_never,invest_all,weekly,wealth building,93436,7643,370,20,high,100.0
3,buy_more,yes_sometimes,invest_all,monthly,buy a house,81230,23888,177,7,medium,83.5
2,wait_and_see,yes_sometimes,save_half,rarely,save for a car,21579,4304,107,4,low,37.8
3,buy_more,yes_sometimes,save_half,quarterly,buy a house,82173,7440,744,5,medium,70.8
3,wait_and_see,yes_sometimes,invest_all,quarterly,save for a car,18335,8807,67,5,medium,63.8
0,sell_immediately,no_experience,save_half,rarely,save for a car,27829,3008,377,3,medium,34.9
25,buy_more,no_never,invest_all,daily,retirement,808001,141502,1160,20,high,100.0
4,wait_and_see,no_experience,save_half,quarterly,save for a car,25546,8900,90,8,medium,54.4
0,wait_and_see,yes_always,spend_it,rarely,emergency fund,8487,817,234,2,medium,10.5
0,sell_immediately,yes_sometimes,save_half,quarterly,save for a car,15646,3431,58,4,low,27.3
6,buy_more,yes_sometimes,save_half,monthly,buy a house,298203,173734,1013,8,high,85.0
1,sell_immediately,no_experience,save_half,rarely,save for a car,15846,2123,69,3,low,29.3
10,buy_more,no_never,save_half,monthly,wealth building,140324,104788,367,12,high,100.0
3,wait_and_see,yes_sometimes,invest_all,quarterly,save for a car,29611,15291,114,8,high,70.3
6,wait_and_see,no_experience,save_half,quarterly,save for a car,57308,20735,129,8,high,65.0
6,buy_more,no_experience,invest_all,monthly,retirement,178674,46733,391,12,medium,100.0
